gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,annotated cluster,cell type,meta cell type identity,
Smpdl3a,0.0000000000000000000000000000000000000163228437363213,0.473358892749847,0.177,0.12,0.000000000000000000000000000000000381954543429919,0,AM (Bleo),Alveolar macrophages,Macrophages,
Cd47,0.00000000000000000000000000000000000000000000000000000000000000000000601916762863257,0.471813065613747,0.325,0.235,0.000000000000000000000000000000000000000000000000000000000000000140848522510002,0,AM (Bleo),Alveolar macrophages,Macrophages,
Baz1a,0.00000000000000000000000100275538225001,0.471270386600449,0.108,0.064,0.0000000000000000000234644759446502,0,AM (Bleo),Alveolar macrophages,Macrophages,
Anxa2,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000315180836853125,0.470581668435611,0.506,0.393,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000737523158236314,0,AM (Bleo),Alveolar macrophages,Macrophages,
Fuca1,0.0000000000000000000000000000000000000000302721229898969,0.469095074580269,0.17,0.119,0.000000000000000000000000000000000000708367677963587,0,AM (Bleo),Alveolar macrophages,Macrophages,
Cd164,0.00000000000000000000000000000000368810329978955,0.461564772121345,0.132,0.086,0.0000000000000000000000000000863016172150754,0,AM (Bleo),Alveolar macrophages,Macrophages,
Nampt,0.0000000000000000000000000000000146254420809179,0.459550182206042,0.112,0.074,0.000000000000000000000000000342235344693479,0,AM (Bleo),Alveolar macrophages,Macrophages,
Tgfbi,0.00000000000000000000000000000000000000000121076815934772,0.459114541275665,0.257,0.177,0.0000000000000000000000000000000000000283319749287366,0,AM (Bleo),Alveolar macrophages,Macrophages,
Pirb,0.000000000000000000000000000000376709949306321,0.458023225563264,0.127,0.079,0.0000000000000000000000000088150128137679,0,AM (Bleo),Alveolar macrophages,Macrophages,
Atp6v0e,0.0000000000000000000000000000000000000000000000000000000103143990943294,0.455588508008454,0.281,0.217,0.000000000000000000000000000000000000000000000000000241356938807309,0,AM (Bleo),Alveolar macrophages,Macrophages,
Dpep2,0.000000000000000000000000000118993720544008,0.449949175121078,0.111,0.069,0.00000000000000000000000278445306072978,0,AM (Bleo),Alveolar macrophages,Macrophages,
Net1,0.000000000000000000000000000000000696996601037765,0.448719350654958,0.12,0.073,0.0000000000000000000000000000163097204642837,0,AM (Bleo),Alveolar macrophages,Macrophages,
Cox5a,0.000000000000000000000000000000000000000000000000000000000000000000179990324850892,0.448371818439426,0.324,0.255,0.00000000000000000000000000000000000000000000000000000000000000421177360151088,0,AM (Bleo),Alveolar macrophages,Macrophages,
Sh3bgrl,0.000000000000000000000000000000000000000000000000000248508737618094,0.442603185142166,0.272,0.213,0.00000000000000000000000000000000000000000000000581510446026341,0,AM (Bleo),Alveolar macrophages,Macrophages,
Capza2,0.000000000000000000000000000000000000000000000000000000000218067971824005,0.438856860622613,0.323,0.243,0.00000000000000000000000000000000000000000000000000000510279054068172,0,AM (Bleo),Alveolar macrophages,Macrophages,
Ncf2,0.000000000000000000000000000248233083806856,0.43872624933721,0.109,0.065,0.00000000000000000000000580865416108044,0,AM (Bleo),Alveolar macrophages,Macrophages,
Mcl1,0.000000000000000000000000000000000055571423235918,0.431302439753464,0.171,0.128,0.00000000000000000000000000000130037130372048,0,AM (Bleo),Alveolar macrophages,Macrophages,
Leprot,0.0000000000000000000000000000000303943135700686,0.419447572501594,0.154,0.111,0.000000000000000000000000000711226937539606,0,AM (Bleo),Alveolar macrophages,Macrophages,
Apbb1ip,0.000000000000000000000000000000010731180702985,0.419051855377267,0.164,0.109,0.00000000000000000000000000025110962844985,0,AM (Bleo),Alveolar macrophages,Macrophages,
Spi1,0.00000000000000000000000000259404790833903,0.41871224379028,0.132,0.095,0.0000000000000000000000607007210551334,0,AM (Bleo),Alveolar macrophages,Macrophages,
Adam10,0.000000000000000000000000000014779737653537,0.417298592665675,0.143,0.106,0.000000000000000000000000345845861092765,0,AM (Bleo),Alveolar macrophages,Macrophages,
Ramp1,0.00000000000000000000000000154064318249203,0.415668163139325,0.12,0.082,0.0000000000000000000000360510504703134,0,AM (Bleo),Alveolar macrophages,Macrophages,
Gp49a,0.000000000000000000000000000459057784872425,0.414599925313184,0.166,0.114,0.0000000000000000000000107419521660147,0,AM (Bleo),Alveolar macrophages,Macrophages,
Clta,0.0000000000000000000000000000000000000000000000000000000000000129032107472948,0.413704835709335,0.318,0.254,0.000000000000000000000000000000000000000000000000000000000301935131486697,0,AM (Bleo),Alveolar macrophages,Macrophages,
Lrp1,0.000000000000000000000000000532084399591773,0.413463566928427,0.131,0.095,0.0000000000000000000000124507749504475,0,AM (Bleo),Alveolar macrophages,Macrophages,
Zmiz1,0.00000000000000000000000000433459542679398,0.411670522566698,0.122,0.081,0.000000000000000000000101429532986979,0,AM (Bleo),Alveolar macrophages,Macrophages,
Lcp1,0.000000000000000000000000000000000000000000000000000000000000000323325899096746,0.411323197342816,0.341,0.251,0.00000000000000000000000000000000000000000000000000000000000756582603886385,0,AM (Bleo),Alveolar macrophages,Macrophages,
Tmsb4x,0,0.40862344975936,0.983,0.902,0,0,AM (Bleo),Alveolar macrophages,Macrophages,
Hist1h2bc,0.000000000000000000000000000000000249311416207877,0.407532824745164,0.162,0.128,0.00000000000000000000000000000583388713926432,0,AM (Bleo),Alveolar macrophages,Macrophages,
AI607873,0.0000000000000000000000142131561262474,0.407147318910247,0.115,0.076,0.00000000000000000033258785335419,0,AM (Bleo),Alveolar macrophages,Macrophages,
Glrx,0.00000000000000000000000395512695998529,0.401809297729917,0.106,0.07,0.0000000000000000000925499708636557,0,AM (Bleo),Alveolar macrophages,Macrophages,
Pon2,0.00000000000000000000000000176576010109136,0.400997660662076,0.12,0.09,0.0000000000000000000000413187863655378,0,AM (Bleo),Alveolar macrophages,Macrophages,
App,0.000000000000000000000000000000000000000000000000000000000000000000000000000159103967687599,0.400129318748952,0.447,0.372,0.0000000000000000000000000000000000000000000000000000000000000000000000037230328438898,0,AM (Bleo),Alveolar macrophages,Macrophages,
Tpd52,0.0000000000000000000000000000000033794056177852,0.398032805239545,0.17,0.134,0.0000000000000000000000000000790780914561736,0,AM (Bleo),Alveolar macrophages,Macrophages,
Iqgap1,0.00000000000000000000000000000000000000000000000000000000000000000000000180161879421463,0.396607208942127,0.385,0.321,0.0000000000000000000000000000000000000000000000000000000000000000000421578797846222,0,AM (Bleo),Alveolar macrophages,Macrophages,
Rassf4,0.00000000000000000000000184549245833897,0.395383402536974,0.104,0.071,0.0000000000000000000431845235251318,0,AM (Bleo),Alveolar macrophages,Macrophages,
Plgrkt,0.00000000000000000000000000000000132261819157611,0.39443129018899,0.122,0.082,0.000000000000000000000000000030949265682881,0,AM (Bleo),Alveolar macrophages,Macrophages,
Igsf6,0.0000000000000000000000000114329160824935,0.393849847157015,0.105,0.07,0.000000000000000000000267530236330347,0,AM (Bleo),Alveolar macrophages,Macrophages,
Zeb2,0.000000000000000000000000000056750690613633,0.393010635767975,0.154,0.114,0.00000000000000000000000132796616035901,0,AM (Bleo),Alveolar macrophages,Macrophages,
Camk1,0.0000000000000000000000000172046094071593,0.391364050695522,0.113,0.074,0.000000000000000000000402587860127527,0,AM (Bleo),Alveolar macrophages,Macrophages,
Pgd,0.000000000000000000000000071805202563482,0.391243204189474,0.12,0.089,0.00000000000000000000168024173998548,0,AM (Bleo),Alveolar macrophages,Macrophages,
Atp6v1a,0.000000000000000000000000000000000000987167391628491,0.390822088139693,0.189,0.153,0.0000000000000000000000000000000230997169641067,0,AM (Bleo),Alveolar macrophages,Macrophages,
Arpc5,0.000000000000000000000000000000000000000000000000000000000000000000149103318898447,0.389399360745244,0.387,0.321,0.00000000000000000000000000000000000000000000000000000000000000348901766222365,0,AM (Bleo),Alveolar macrophages,Macrophages,
Calr,0.0000000000000000000000000000000000000000000000000000000000000000000431510180526419,0.38861530639978,0.408,0.34,0.00000000000000000000000000000000000000000000000000000000000000100973382243182,0,AM (Bleo),Alveolar macrophages,Macrophages,
Myof,0.00000000000000000000000000181891414279267,0.386263531051396,0.133,0.104,0.0000000000000000000000425625909413484,0,AM (Bleo),Alveolar macrophages,Macrophages,
Vim,0.0000000000000000000000000000000000000000000000000000000000000000000000000000353931979928524,0.3831286450481,0.578,0.425,0.000000000000000000000000000000000000000000000000000000000000000000000000828200833032746,0,AM (Bleo),Alveolar macrophages,Macrophages,
Picalm,0.000000000000000000000000000000427521161575285,0.38090523905785,0.138,0.105,0.0000000000000000000000000100039951808617,0,AM (Bleo),Alveolar macrophages,Macrophages,
Atp5g3,0.000000000000000000000000000000000000000000000951087912954822,0.380700260986644,0.25,0.213,0.0000000000000000000000000000000000000000222554571631428,0,AM (Bleo),Alveolar macrophages,Macrophages,
M6pr,0.000000000000000000000000000000000460032919374909,0.379503041575368,0.178,0.138,0.0000000000000000000000000000107647703133729,0,AM (Bleo),Alveolar macrophages,Macrophages,
Klf4,0.00000000000000000000000264939380244768,0.376604755189851,0.119,0.078,0.0000000000000000000619958149772756,0,AM (Bleo),Alveolar macrophages,Macrophages,
Lamp1,0.0000000000000000000000000000000000179528750023164,0.375800779466043,0.208,0.171,0.000000000000000000000000000000420097275054203,0,AM (Bleo),Alveolar macrophages,Macrophages,
Pld4,0.00000000000000000000291891711418745,0.374948847269277,0.112,0.079,0.0000000000000000683026604719864,0,AM (Bleo),Alveolar macrophages,Macrophages,
Ucp2,0.0000000000000000000000000000000000000000000152565160526632,0.373998304374364,0.242,0.193,0.00000000000000000000000000000000000000035700247563232,0,AM (Bleo),Alveolar macrophages,Macrophages,
Hcfc1r1,0.0000000000000000000000000174219750444598,0.372110798829281,0.104,0.079,0.00000000000000000000040767421604036,0,AM (Bleo),Alveolar macrophages,Macrophages,
Ctsc,0.00000000000000000000000000000000000000000000000000205664707384174,0.370014572540575,0.323,0.257,0.0000000000000000000000000000000000000000000000481255415278967,0,AM (Bleo),Alveolar macrophages,Macrophages,
Ctsa,0.0000000000000000000000000000000000719859118673896,0.369617883928815,0.234,0.182,0.00000000000000000000000000000168447033769692,0,AM (Bleo),Alveolar macrophages,Macrophages,
Lamtor2,0.000000000000000000000000725106616066057,0.367937478268013,0.123,0.094,0.0000000000000000000169674948159457,0,AM (Bleo),Alveolar macrophages,Macrophages,
Cmpk1,0.0000000000000000000000000000367882448884265,0.36664575618425,0.132,0.103,0.00000000000000000000000086084493038918,0,AM (Bleo),Alveolar macrophages,Macrophages,
Rexo2,0.00000000000000000000000000233615043215788,0.361562762734359,0.148,0.12,0.0000000000000000000000546659201124943,0,AM (Bleo),Alveolar macrophages,Macrophages,
Cyth4,0.0000000000000000000529187330579432,0.360740761854282,0.117,0.083,0.00000000000000123829835355587,0,AM (Bleo),Alveolar macrophages,Macrophages,
Dhrs7,0.0000000000000000000000098462124998946,0.357504873884136,0.106,0.082,0.000000000000000000230401372497534,0,AM (Bleo),Alveolar macrophages,Macrophages,
Man2b1,0.00000000000000000000000652185832725532,0.356854094459385,0.139,0.111,0.000000000000000000152611484857774,0,AM (Bleo),Alveolar macrophages,Macrophages,
Grn,0.000000000000000000000000000000866762941886805,0.354285031057612,0.282,0.225,0.0000000000000000000000000202822528401512,0,AM (Bleo),Alveolar macrophages,Macrophages,
Erp29,0.00000000000000000000000000137672884750976,0.352770330718441,0.192,0.156,0.0000000000000000000000322154550317285,0,AM (Bleo),Alveolar macrophages,Macrophages,
Bnip3l,0.00000000000000000000000000000600603534644651,0.352153272101024,0.154,0.125,0.000000000000000000000000140541227106848,0,AM (Bleo),Alveolar macrophages,Macrophages,
Fcgr3,0.00000000000000000000000000118472470757777,0.350451920566532,0.234,0.179,0.0000000000000000000000277225581573198,0,AM (Bleo),Alveolar macrophages,Macrophages,
